"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64"
"1296",-0.0605747933205624,0.0135350315817379,0.0144176696006481,0.00874181256119444,-0.00107417852170997,-0.00775110894835299,0.0134998987951174,0.0137175122379121,-0.000984026737178282,0.00641380334902132,0.00439042170336804,0.00313985591139862,0.00671388587665045,0.00147876743702596,-0.00267227010085849,0.00137309275146778,0.0016286646433676,0.000877615310357978,-0.00390883331001694,0.00254790226122851,0.00288522260282991,0.00109249622397016,-0.000759417331989084,0.000125447126430376,-0.00114849212246554,-0.000694521975614545,-0.00048084247442826,-7.94562609561553e-06,-0.00112646834269748,0.000788616857597046,-8.65011956400699e-05,0.00111479631815136,-9.23780060280243e-05,0.000122890496707242,0.000337572577767416,0.000200016025067968,-3.45992688909795e-05,-0.000121947509939637,-1.05029415949348e-05,0.000386115367771099,0.000449732652395454,-0.000117193903899673,-0.000344222690791144,-0.000617004473338168,-0.000192171109891186,-0.000348235303109447,0.000457250845567538,-0.000365131630176717,0.000164797737854587,-0.000286672981811168,-0.000133896069651154,-8.09816580095458e-05,0.000512612555402251,0.000152062418362929,-0.000297556612845342,2.85750885860263e-05,0.000159982877964167,-0.000102879493729841,1.87200551961172e-05,-0.000224779040879138,-5.50956674260541e-06,-1.08327364737732e-16,4.34226331956061e-18,-1.59824456099629e-18
"1395",0.117315837200945,0.133216383024609,-0.0327404564609813,0.0126496287617484,0.0198569692805066,-0.000150663474888613,-0.000348260493668342,0.00904151843078737,0.00551505797194818,-0.00615045381666221,0.000331798462326714,0.0115045537029844,-0.00550647736605867,-0.00542899970713992,-0.00496426145981919,-0.00540389023301536,0.00681047546502047,0.00130311521344185,-0.0029395157558015,0.00142516911974174,-0.000280115421053601,-0.000985572231023299,-0.00106784713081786,0.00102782750644212,0.00263621254630755,-0.00262396150128857,-0.000580984700930604,0.00031788726415262,-0.000231072824117359,0.000936769961184145,7.94286021414988e-05,0.000345277621041049,-0.000540152991931823,0.00101086892622516,-0.000236699185451485,-0.00011385930773774,-0.000970943353035799,-0.000917562103875704,0.000617111944613629,-5.47540890794896e-05,-0.000618274099241794,0.000828163270715978,0.000604526099761614,9.16041512939407e-05,2.67658858617311e-06,0.000476082620120301,-0.000231173758226192,0.000308505478312364,5.58177032729573e-05,-9.46168676823989e-05,-0.00018248604273066,-0.000100039008445266,0.00019608553298713,-0.000227558359192942,9.7147978553832e-05,-9.0579519178787e-05,-0.000161884248444617,0.000193103766058293,8.1829211996206e-06,-0.000104534924598571,4.30595403043142e-05,-6.58728730942847e-17,-6.81159569817084e-18,9.38580939721398e-19
"1424",0.0791266256869543,0.0275318269427535,0.0531885356981241,-0.00554263138159337,-0.00342506859989951,-0.022289546243396,0.00771996920202371,-0.00588370087944207,-0.00365171492415925,0.00574475893219407,0.00799509555146785,-0.00495234021380171,0.00255463338039782,0.00660922016460686,-0.0025060817004034,-0.000195614305412988,-0.000263317936631019,-0.00460694993756899,-0.00158291751419512,-0.000383528373078495,-0.000370584575401686,-0.00326311497109477,8.28865623022496e-05,0.00152579550937879,0.000888358209549564,0.000307335711673542,-0.00100693941323047,0.000670246889836853,-0.00218841163001929,-0.000116784917460106,-0.000202487525332633,-0.000366694365556119,-0.00114495689876534,-0.000344906305227464,-0.000455632577628718,-0.000689694826669541,-0.000556159832841563,0.000433900541275907,1.99561817319598e-05,0.00097676728907882,-7.83802525397065e-05,-0.000679825229792413,0.000386554700349229,-0.000122636512400121,1.28921693128047e-05,0.000684429646410116,-0.000335443387878971,0.000446761750718085,0.000621794698122163,-0.000151920554177167,0.000413480957925383,0.000163030647776789,4.6925455501273e-05,-3.88489686762645e-05,-0.0002063996367961,0.000144264274185405,6.90686280311071e-05,1.62857970025807e-05,8.85167464454322e-05,-0.00017121158272427,-2.80739334546171e-05,-5.88749690712954e-17,1.24304168643505e-19,-1.09321366157449e-18
"1463",-0.0800545687018078,-0.00984628274040971,0.00426758847844786,-0.0182051053424,0.00972474888245373,-0.00192755561804531,-0.004262715979127,0.0017382210862841,0.00224903093338391,-0.00324515957985477,0.00265387545032987,-0.00461959181567662,-0.00091146679415339,-6.33071329135789e-06,0.00268501049702586,-0.00190042144009073,0.00266965851472534,0.000801823890488725,-0.00120799981400718,0.000754710139391157,-0.000701111710097948,-0.000492398882308533,-0.00107870034480851,-0.000206305151766728,-0.00138584193757999,0.00160619039903033,-0.000388090010974528,-0.000826324271804852,-0.00123064728419572,0.00128289842760662,0.00137648905788336,-6.81130494436473e-05,-0.00140367414885397,-0.000507002229682376,-0.00103903170977213,0.000315180704676205,0.000301287610320266,-0.00073568167835596,-0.000570116098299777,-0.000408292976321493,-0.000805885616579673,-0.000417312234117787,0.000801211477605552,-9.78696156928151e-06,0.000374332748255107,-0.000472216424657912,0.000297384307663699,0.000210894588883652,-6.53630750753736e-05,0.000354432678677247,0.000282841368057524,0.000138223296725784,-0.000120976166832274,-0.000307760055158134,9.51398180728413e-05,0.000158116286980655,1.69159912809859e-05,0.000168414838861567,-0.000118550710073607,-4.59540688931249e-05,-0.000113435214066433,1.67728959622096e-17,-2.62882721891282e-18,2.41842118477011e-19
"1464",-0.0177223190208706,-0.0174453626993682,0.030148125419558,-0.017015503624926,0.00682713775001815,-0.00245538504836873,5.05062136373032e-05,-0.00444943153241656,0.00159100268552318,-0.0032126322962648,-0.00244786084715724,0.00259329969547739,-0.000211061034128195,0.000357888197879677,0.000197398220937814,0.000515551736778769,0.00202635839074028,-0.00259804690571355,-0.000526247270637715,-8.40786283638113e-05,0.000292144240841332,-0.00106538469124077,0.00118036801399027,-0.00128466693616272,-0.00120412511197386,0.000669229622124635,0.00128928976082024,0.00124557229825443,-0.000477676158774043,0.00217152213786483,0.000659512548182887,0.000450976076623511,0.000111395765148738,0.000341557265496116,-0.000986883650334621,0.000418463923319317,-0.000283150886586753,-0.000444737297740788,0.000804136576495878,3.14729654118531e-05,0.000122804657348152,0.000200207239141197,0.000226184135136905,-8.48476238025496e-05,-0.000146617595091149,-0.000277956495790356,-0.000126855361195058,-0.00027718468363996,-0.000653343277212148,-0.000137477188181823,0.000316943617655293,1.24066628773624e-05,-0.000190339609698359,0.000210326407508798,8.3153468567419e-05,-0.000125193355389795,0.00026354800082666,0.000140066109577934,-0.000141155203118616,1.58784593770494e-06,4.77543168467705e-05,-1.01047820215075e-17,-7.43343016618908e-19,-2.22180431308033e-18
"1465",0.0896969514576829,-0.0409872945747645,0.0229738212539129,-0.000789278488547709,0.00301201312166582,-0.0110744519249459,-0.00191295976959148,-0.00739048318675596,-0.00083079239520357,0.0027684364603534,0.000481564827835946,0.0059367993339987,-0.00354517181550287,0.0031975068781603,0.00156353749393442,-0.000479030175287272,0.00505949935834894,0.00076709967320182,0.00427362619359213,0.00140363556726931,-0.00201088973035663,0.00196238782340015,-0.00019504720640133,0.000237165742224309,-0.000621807668720088,0.0029969832779425,-0.000259851608175727,0.00159860864547862,-4.14587838203e-05,0.000101346380549642,0.000451087230025929,0.000402981515663977,-0.00129237127282369,0.000306661971380145,0.000756102575460114,0.000640647748090621,-0.00182433531308609,0.00015729950530444,-0.00191021687688085,0.000653740488204135,-3.86773757552378e-05,8.00118549687541e-05,-0.00130963962917931,-0.000267385395329387,-0.000297316054157135,4.45171594680128e-05,0.000278597124475423,0.000230717997278289,-0.000164673938709597,-0.000805694171985153,0.00027404772640043,0.000111731605539332,0.000328546243470422,0.000166243180410139,0.000207359905463613,-6.64953836084134e-05,-2.46070279341606e-05,-2.78754639330035e-05,2.03466963596787e-06,-6.32003846724942e-05,-0.000112388101839447,3.44378103390392e-17,-2.72402770668993e-18,1.85588050550571e-18
"1466",0.0376638643190134,0.00290781733906325,0.0277209585907729,0.00342286943796448,-0.0239449398229795,-0.0012378516532312,0.0150374133932107,-0.00557071294365178,-0.00858831250135104,0.00638720522258509,0.00419337407333835,-0.00796814874058743,-0.00788780699598979,-0.00325345775890758,-0.000176323000248946,-0.00366306316524632,0.000215197640950768,0.00104258591623753,0.00214997956797363,0.000180597236327183,-8.35537432751535e-05,-0.000515852121696764,0.00142475907061538,0.000452703803381035,0.000360452496613228,0.000768367009710425,0.000545923944993081,3.86640370592365e-05,0.00135420410466093,0.000555686952263928,-0.000357884870261912,-0.00159187395495243,0.00068016544565803,0.000236317928249942,0.000996604529952109,0.000906788741910313,0.000477272699615965,3.30415444652703e-05,0.000443550728368796,-0.000589225105941699,-0.000484790918635757,0.000647557197850102,0.000793619968657627,-6.07647967912648e-05,0.000340558171922981,0.000489620289563846,-0.000326749348981349,-0.000174593858059844,-0.000163787295049868,-0.000382854238141871,0.00012405344867248,-0.000153693820332729,0.000416757048316742,0.000132806751710591,-0.000369636356450159,0.000256382325043852,0.000102313334940768,0.000225035481396913,0.000106111794089355,-0.000194321022515575,0.000168120710122621,2.89149508268809e-17,5.28361217047393e-18,-8.04717029824359e-19
"1490",-0.0936500681833536,0.0732962288848715,0.00433440843638747,-0.00545608275814326,-0.016312764803618,-0.00403663786077236,-0.00881796905749873,0.011435391288805,-0.00941708671373678,-0.000375780305906253,0.00326214622486258,-0.000766143786040133,0.00525116900963193,-0.00182239327886892,0.00229527032538803,-0.0045951229318976,0.000340856360623728,0.00180210208518769,-0.000929383720323625,0.00249104110712175,-0.00120348090240563,0.00279120802326387,4.77514474473132e-05,-0.000115161850633494,0.000428763618647334,0.00156609556638407,8.86358956976154e-06,-0.00179454586757091,0.00124959207941592,2.69589280932827e-05,-0.0019360096216831,3.88987788596562e-05,-2.42434440708146e-05,0.00154444379701946,0.000200250409198912,-0.000961416961321922,-0.000118230885114678,0.000316918446914441,6.28891979236987e-05,-9.42436513937776e-05,-0.000321850208445965,-0.000315948907599741,-3.93356094115216e-05,0.000120345921992235,0.000458941419274082,-0.000859900237178878,-1.84986766041785e-06,-6.473951984047e-05,0.000110321068726239,-6.61136673043532e-05,-0.000251144309354497,0.000305495764876815,-0.0001388134841235,-9.00376402390575e-05,0.000107621774897124,-3.60181851122061e-05,2.92929618979184e-05,7.92313275748622e-06,2.01788440479165e-05,-7.27937187890341e-06,6.78724351132904e-05,-2.33518723249471e-17,1.73742105703787e-18,-3.96886081186739e-18
"1492",-0.127960318421241,-0.040787497338955,-0.00479086459579668,0.0187680173521169,0.00510193592980665,-0.000836516260835544,0.0129282268923788,-0.00219004011039292,-0.000653470084709517,-0.00193432931678465,-0.00723505305023352,0.00203028021813427,0.000925867790356812,0.000443385289089657,-0.00952618784150353,-0.00878002392352341,-0.00556477256133313,-0.000831888077694529,0.00515690673926841,0.00127203864389854,0.00112267876352071,-0.00225607078194617,0.00203895601362954,0.00126363448729245,-0.00225708464762754,0.000133310354258959,-0.000746988274622524,-0.00108436019994446,-3.14537822728074e-05,-0.00016639942864493,-0.000330665834306874,-0.000419963563415117,-0.000768217777032378,0.00103873530350424,3.71995800958294e-07,-0.000945957038959135,0.000481060115502623,0.000246307133640384,-2.01197375724968e-05,7.95309954253349e-05,0.000474746951468438,0.000348945330792121,-0.0003631247398239,-1.06028084890829e-05,-0.00102311089813705,-0.000580110730201266,-0.000673150121946757,-0.000123136331709347,0.000151170277816584,-0.000181331974632689,-0.000255239526467414,-3.26006653191376e-05,0.000410478855648724,-0.000150205016677243,1.58662267457748e-05,-5.7505815041558e-05,-0.000185711458881942,0.000129841129854932,-0.000169503626659876,1.80919343426655e-05,-0.000135987568889924,2.25063004259404e-18,6.60764605533731e-18,3.79866445234388e-18
"1493",-0.0927813946660684,0.00607931119408791,-0.0124805429713889,-0.00716158624960914,0.00527314157135706,-0.0166829814607625,-0.0015260824878208,0.00832004725871992,0.00428838290294029,0.00836521716080959,0.00935041000601054,0.00202412696445226,-0.00441518810497521,0.000505866799673748,-1.66190073306218e-05,-1.91455231310576e-05,-0.00190148426491359,-0.00158320684653272,-0.00155653692297438,-0.00163009489508206,0.00289412984937764,0.00110191375116498,-0.00165274482200077,-0.0019239137865657,-0.000955673604758261,-0.00127927492355775,-0.00116866750877979,0.000431289106244489,0.00074548318434518,0.00214101666042721,-0.00047796797487551,0.000402842586493866,0.00106755255243087,-0.000424421227949192,-0.000318048810523302,0.000771613578757569,0.000149653406072652,0.000985243770883826,0.000691033091129301,0.000124133720735617,3.28891807982097e-05,0.000488719793157479,-0.000212317621323949,5.6470804226039e-06,-0.000739484127733574,-0.000534885992442616,0.000250953949167348,0.0002354180949043,0.000250660941524906,-0.000276591356712293,7.17807289031698e-05,-0.00019444713727736,-0.000190250147496097,-0.000204023616979282,-4.75230482619161e-05,0.000381063992114511,-0.000113688831863735,-9.36966181874571e-05,0.000156600079209107,8.28428334946597e-05,3.0826063571629e-05,1.03023055746747e-17,1.73740479480562e-18,4.77749568402195e-18
