"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64"
"1494",-0.166624136362525,0.0279890773967992,-0.000923684781026173,6.64447339195464e-05,-0.015465023404966,-8.98415059594124e-07,0.0035441027755526,-0.00064572042391062,0.00426424043632675,0.00201160050790252,-0.0072295097720229,-0.00360291690785949,-0.00121405192959309,0.00283597903335996,-0.00197786268556344,0.00240433696184848,-0.000234196754088344,0.00148878850807883,0.00144434209543431,-0.000592706171251365,-0.00111456823844915,0.00104371814354667,-0.00174342708142071,0.000195852006277186,0.000607352195099138,-0.000755204992616405,0.00172299044496653,-0.000655423077308131,0.00060168837161607,0.00118971647617319,0.000620473224005612,-0.00130127497366481,-0.000318272882234876,0.00163108136561454,-0.000505695321919565,-4.72700580200509e-05,-0.000126239759890102,0.000441726583849899,-0.000409467371560394,0.000164531558481468,0.000226672600768744,-0.000214090795016337,0.000213488663473737,0.000421929810991325,-1.76134068773624e-05,-7.93651505226433e-05,4.85186278377852e-05,-7.75651114802495e-05,0.000423290413722803,3.13448921312598e-05,0.000360438325260749,-3.65698336524973e-05,7.25296066967233e-05,-0.000366846416147811,0.00022404455726006,-0.000330689343333975,-8.89472855314237e-05,-0.000155558355699707,-1.89566423389799e-05,-4.65349962890215e-05,0.000107243393700075,-1.20941008712768e-16,6.46176237825723e-18,-8.586181402946e-19
"1510",0.0229393882946991,-0.0229939890505913,0.0382269562678895,-0.00762410831446785,0.00230862719771281,-0.00400708460148914,0.0158510870356907,0.00322593628316727,-0.00383533970955716,0.0106635372098222,0.00125243999122711,-0.00385543964723894,0.00252036306834534,-0.00079641303360174,-0.000937853705170344,0.000751902274283735,-0.000927418026991926,0.00304853143147577,-0.00147256734080584,0.000585956537742265,-0.00118095091091417,-0.00151021843094361,-0.000687371668015315,0.00189498757475904,-0.00182303604947955,1.81772867208386e-05,-0.000453365999988941,0.00100886877066333,0.000166595123031501,-0.000251735485018173,0.000448438048024138,0.00173852648258923,0.000412723897612861,-3.42014564489694e-05,-0.000363176681938749,0.00047785400755133,-0.000619790654479284,-0.000722559699128067,0.000278574262973852,2.91896181145222e-05,-0.000412793548205568,-0.00014881346088911,0.000254753237080641,1.15435338945724e-05,-0.000126310247910963,-0.000212878506056346,-0.000344089328707721,0.000357558569318114,0.000701151972389857,0.000545744703464726,3.84283273465185e-05,0.000104382240645327,-0.000177832696439348,-6.26023609822279e-05,-0.000268655035788766,-0.000343329583977938,0.000152246468954876,-0.00023866965375371,-5.90271768985743e-06,0.000122026038790931,4.83461014881415e-05,1.29152068377668e-16,3.003917907916e-19,-1.73237743865592e-18
"1517",-0.152759959711756,0.0254976096929437,-0.0118623458470305,-0.00224126045038775,-0.022725587453745,0.00354092796276403,0.00598954795026126,0.000170901765293849,0.00163346067929918,0.00103261104449561,7.39928721472564e-05,-0.000659173357556083,0.00116730784294806,0.00122007616832787,0.00107929772444363,-0.00112486752318221,0.00199908564215754,0.00160684973260317,0.00198818565044444,0.000678387266887869,-0.00126711696127158,-0.000903118673771636,0.00181594243591591,0.00160664827438363,0.000309886830756091,-0.000465874736070715,0.00109303328020407,-0.000143675070948339,-0.000587561367706493,0.000178555524400167,0.00084587655139968,-0.00106242147441868,0.000371473032171419,0.00108033987078927,-2.98515503472822e-05,1.05398491801589e-05,-0.000466068883436719,-0.000521012713846078,0.000143921845187155,0.000194731181915942,0.000957212465878637,-0.000633102411127946,-0.000124182503092057,7.13553448507396e-05,0.000168265666964698,0.000201867331947984,3.2204326860348e-05,0.000210296804818447,-0.000191553645659002,6.5505068945794e-06,0.000559071185152679,0.000140191510377385,-0.000176359796496098,-0.000153569218981843,-0.000240631718651444,8.75118757932267e-05,0.000174615872607865,0.000118485141608519,-6.75827775358206e-05,-0.00018862970989058,9.63888329364777e-06,6.32629990125198e-17,7.97314290177417e-18,4.71998981387692e-19
"1522",-0.0812439584924866,-0.0201537234908,0.0531229004552236,-0.0303072271534379,0.00135309985123371,-0.00538401911532567,0.00805477186366253,0.00804834635323931,0.00922921454779048,-0.000659635032179429,-0.00444614788180915,0.000291008881766204,0.000639270658047368,-0.00114069898372698,-0.00284781076511409,-0.0013045382742923,-0.00269669171175502,-0.000703401929885935,0.00176794911889769,0.00246694105146996,-0.00154454138484557,0.000906548165717877,-0.000807613642142815,-0.000689452181838666,0.00167194523392799,-0.000165796876410685,-0.000472805581399885,0.000893030160379809,-0.00124881765651639,-0.000519511727283186,0.0018147705867553,-0.000482493943724146,-0.00051306261242104,0.000201989817566713,0.00117394086318879,-0.000548210944288243,-2.81204782367843e-05,0.00136027318623774,0.000499621755432047,-0.000574558608718888,-0.000657088855795295,0.000149555954572222,-0.000437170515704563,0.000423837419591378,0.000541299817472896,0.000255071101892262,0.000403195142447755,0.000818143732824165,0.000157791599660496,-0.000129355365513432,-0.000344304945906076,-6.43472459737196e-05,-1.25647268484658e-05,-3.75974273228333e-05,8.63363834679509e-05,1.47627167945735e-05,0.000127056808254495,1.32017584673537e-06,-5.80309787626948e-05,-1.54019917082241e-05,7.29710292605202e-05,6.7725988086432e-17,7.27962641100981e-18,-3.542396006415e-18
"1523",-0.0723622662278932,-0.00381398422766684,0.017327515316752,-0.000220142251069846,0.00774704118227603,-0.00589009879908416,-0.00848288288146085,-0.00778307116344173,0.00287327973703176,-0.00636473204936444,-0.00244509841084123,0.0028894967625937,-0.00139670719889775,0.00590882332994253,0.00055462532010362,0.000336045869658232,0.00185541869292359,-0.00220241760503206,-0.000718573344708903,0.000682733133518705,0.000173167618111721,-0.000995350596961195,0.00163805765841967,0.000641881998841462,-0.00127049842137587,-0.000664281621218005,0.00129345175739299,0.00105828117217325,-0.000841263125936443,0.00105314608236823,-0.00054351914606184,0.000208953449348932,0.000771104889470092,-0.00022163233098331,0.000356472111992368,0.000277692387746157,0.000354836224805891,0.000620208321358539,0.000746640281649449,-0.00120498581421946,-7.62205101105661e-05,-0.000141183253415469,0.000186924993786686,-0.000491911790158335,-0.000210649118897369,0.00066264813089832,-0.000117263245504571,-0.000574854751010587,-8.62212074185564e-05,-4.40039742249465e-05,-0.0005485645267198,-0.000234357944576639,-0.000174423260857437,0.000236617273985532,0.000361542077850034,-9.17783549394411e-05,-0.000145263775979876,-0.000145173624176047,-0.00010296404135402,4.38868052170483e-06,1.54981387321846e-05,6.07773647929576e-17,-1.787459790394e-18,2.66990383757584e-19
"1533",0.0931943905833003,0.0303628442293264,-0.0145421845314455,-0.0110672638818018,0.00679499568067959,0.0219470993880792,-0.00325747847781088,-0.00414574010833717,0.00163796003196983,0.010367582170634,-0.00242383726834739,0.00817966724251705,0.00122683936424217,0.0010520684743919,-0.00107574311789918,0.00403147537116723,-0.000139179877055421,-0.00294568151729532,-0.00106349086956808,0.00188260893182771,0.00116680865355918,-0.00240152793546549,-0.000704413129802155,-0.00101312768509902,0.00166603897142354,0.000947827873764043,0.000403316395689758,0.00114241649115678,-0.000276875095516641,-0.00330613635626445,-0.00102000542305659,-0.000480833053631479,0.00017877409716144,0.00052442521964786,-0.000435161930796731,-0.000994183124354976,0.000202283171147418,-0.000862872267300764,9.51132137622724e-05,-0.000540793541279693,0.00021387378831849,0.000874857878769052,0.000314812938168494,0.000710183166092629,-6.21948255066015e-05,-7.08156467342237e-05,4.81881645810252e-05,7.76157350485524e-06,-1.5255224745632e-05,-0.000151834283137051,9.80853677577924e-05,0.000533376814731083,-0.000271096658013393,6.85855267967669e-05,-0.000248601031471896,4.76538302702999e-05,-0.000251926316814934,2.87598611147023e-06,-4.92156164911938e-05,-4.15475522418848e-05,-4.37106888390283e-05,-2.39497977559282e-17,-1.7627682443899e-18,3.98843022314695e-19
"1534",-0.113292875558786,0.0667936612390743,-0.00316789174479363,0.0040798721927091,-0.0143036398824772,-0.0152920419713508,-0.00670704653843597,-0.00533311064162557,0.0032906970169129,0.00425834759790785,-0.0103847949809544,0.00149325486829754,-0.000134312164544427,0.000581810096453733,-0.00273422786301437,0.00111144983935561,0.000398310968939045,-0.00431649298307829,7.07860313975132e-05,-0.00165000324352019,0.00499963298021559,0.000441196907969157,0.00163565923163485,-0.000638852490216863,4.45355386572596e-05,-0.000650550253886547,-0.00013267608386181,0.000129214415832918,0.00279808971158265,-7.43719701328728e-05,0.000945985012744145,-0.000746745672598178,-0.00144948144345192,0.00106458174814606,-0.00050139234307252,0.000890280990938055,-0.00072470131264975,-0.000705507269261164,-0.00108380310806442,-0.000544755625586625,0.000439846277359078,-0.000136385260406023,0.000456826268459493,0.000386655823399956,0.00102796374413515,4.39466745385368e-05,0.000190613043709121,-0.000154312379879676,0.000426012495823819,0.000403284080112128,-7.29340566725387e-05,1.53327325226028e-05,0.000189072049208223,-6.91978672584769e-05,0.000178499292764247,0.000176618375262035,0.000164626704155522,9.79765402880782e-06,-5.25687812934499e-05,6.89148010612033e-05,-1.81878343749361e-05,2.76950418446696e-17,5.80350238384882e-18,-7.97448589084773e-19
"1537",0.083871120809024,0.0913782236136695,-0.0284947719400792,0.00412160213206943,0.00950946892922486,0.015955949784592,-0.00989465311743258,-0.00406238153145195,-0.00401754183917424,-0.00140862068447606,-0.00172270853822032,0.00116128869189478,-0.00482163115143095,0.00361772842816542,-0.00715047147181367,0.00242228258123562,-0.00347052902406361,0.00128766221195571,0.00138871808321359,0.00124020209444422,-0.00115010154998173,0.0013869065652122,0.00213872871674889,0.000155792184720396,0.00327007546727521,-0.00227389702880085,-7.26676384693143e-05,0.000776573020834392,-0.000419988061470364,0.00127662758224484,0.000993581909898887,-0.00146866913314976,0.00147519836910772,-0.000385444358805455,0.000585019866835536,0.000805296662250217,-0.00127070106689551,0.00054173488752629,0.000702394690678133,0.000131795970120944,-3.87454324506981e-05,-0.000550901581341205,-0.000223541324935969,-0.000705982767957704,-0.00018883945567217,-0.000630301046459867,6.69310792918695e-05,-0.000270941510845342,-2.29681475200507e-05,0.00063004448767468,0.000285881740119446,0.000453750907335761,-0.000141262127213725,0.000121928845414205,-6.50201608607385e-05,0.000159551679568216,2.5370453374181e-05,-9.24995010082678e-05,0.000166547602691007,4.71836438836913e-05,-0.00022128057506619,-5.45675512669659e-18,-5.07877426687641e-19,-1.80413687075266e-18
"1538",-0.10872938833367,-0.00692020058588826,0.00721211158669439,-0.0183789647454379,0.0140111419439988,0.00127267814891765,-0.00408500057115872,-0.00177556046516944,0.00354434075123518,0.00309434547307481,0.00506705250708139,-0.00192500442012457,0.0012045851331007,-0.000535516868900753,0.00174643978596924,0.000564940876573199,-0.00435817559613182,0.00218990746782193,-0.00089235355048628,0.000131320853369632,-0.000660960306932949,-0.00189651100077045,0.00120438995773377,-0.00155955555016,-0.000806148935078335,-0.00153197334608809,0.00135109514280438,-1.27718384955451e-05,-0.000221286030310814,-0.000153865519972494,-9.25441942595377e-05,-0.000498766039035857,-0.000146450981897802,0.00115267083214907,-2.25242912396491e-05,-0.00127536385724951,-0.000628491126887093,-0.000124524622608205,0.000241115529888996,0.000291788495507118,-0.000265390733905166,-5.93149777951277e-06,-0.000467851946303141,-0.000604111295303562,-0.000513167007404827,0.000127849891529542,0.000336912409350897,-0.000499887167466009,-8.37769567860235e-05,-1.68979546157591e-05,0.000141503400628653,-0.000363554582799406,-3.75425088363174e-05,4.62227962246035e-05,0.000237976328252303,-0.000288753239823828,-0.000151670843726296,0.000213116981930245,0.000265572811634348,-0.000226380720564115,0.000133526291427937,-1.14481351775835e-16,3.57999472841492e-18,1.94608261458998e-18
"1539",-0.000651153684915469,0.00717457595703034,0.00880520150091629,0.0028817372392596,-0.035195851327564,0.0143601605985506,0.00673770432766681,-0.00623848208769014,-0.000347429903689429,-0.00366913495072304,0.000571071717213614,0.00544425538721614,-0.00392051200377487,0.0047096299187245,0.0024531674635537,0.000520427553734195,-0.00174544456939363,9.63435645238559e-05,-0.00138554497428131,-7.96360906331367e-05,0.00263238886912402,0.000535451761379476,-0.00304395044586451,0.00113857517897962,-0.00035868932507169,-0.00105144010940322,0.00126508941490048,-0.000534861867041942,-0.00124733414907409,0.000739282110721334,-0.00119877002340275,-0.00254695519470416,-0.00095204495211635,-0.00109997007333475,0.00164589496664666,3.86718221348191e-06,0.000852971224468308,-0.0012858882987204,-0.000408538508137257,0.00104933465347974,-2.30394904287605e-05,-0.000524116051969933,0.000745802326185479,0.000176183724036728,-0.000220277029313043,-7.71801554177429e-05,0.000284319995634996,0.000431072641553386,-0.000255720496462567,-2.05910910908066e-05,-0.000138742548537553,0.000304524136717217,0.000171098452218675,0.000236391524729816,5.49813848226029e-05,-0.000348643899896741,-0.000105686345272306,-0.000171836600422856,-2.63028203059986e-05,2.46431149834309e-05,8.07603377699884e-06,2.78737319104094e-17,5.11718362765968e-18,-4.97564253287326e-18
"1543",-0.0120288845307037,-0.082225564707779,-0.0111582481743591,0.0122853715499959,0.000643495603670283,0.0121572416770633,0.0118841053721802,0.0222062355190054,-0.0105498942961384,-0.00949375010720306,-0.00285510605995856,0.00339702569513235,-0.00182856289281213,-0.00165125701005899,4.16903748857092e-05,0.00600550950354354,-0.00318163140591151,-0.00539578403390216,0.00270729174300654,0.00120790291790962,0.00131279259628566,-0.000136357470420047,-0.000173704510168482,-0.00122112572015054,0.000841065956314925,-0.000620592692102104,-0.00272643787600439,5.63849106095453e-05,-2.23086101508888e-06,0.000259904045798897,0.000700864821131344,6.11887690308407e-06,8.0474877346168e-05,-0.000393773533321489,0.00104536419858437,0.000783527450125896,-0.000418697196366616,2.8442892447455e-05,-5.31804320025605e-05,-0.00044101164247304,-0.000988880703561703,-0.000893086852555787,0.000535604608436112,0.00054569552204585,-8.50254083735715e-05,3.54662298103444e-05,3.21568756494378e-05,-3.89055966487829e-05,-0.000365299725601232,-0.000305235776682778,6.64917982786691e-06,-0.000362149856440894,0.000242911120422534,-0.000330781363296209,-2.38721494985279e-05,1.07002839234428e-05,-0.000102262881092566,-2.40106786850954e-05,3.54678358685666e-05,-4.49863285466283e-05,-2.24279768803897e-05,3.3784341616573e-17,1.45219069022805e-18,-5.65669797300157e-18
