ID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
1581,0.901312764,-0.290226395,0.196565405,-0.230904958,-0.074183748,0.180146226,0.210539683,-0.187176984,0.226850036,-0.044087587,-0.250780025,-0.088408038,-0.064928502
1582,-0.227206073,-1.056927514,0.477159775,0.192431175,-0.305828491,-0.116845608,-0.121417917,-0.028151416,0.209988575,-0.219102202,0.158910211,-0.041678724,-0.126460108
1585,-0.919056287,-0.59002569,0.208591869,0.004986357,-0.139442041,-0.16666641,0.089263313,0.053462022,0.003747165,0.055745284,0.025350104,-0.075598324,0.075821575
1587,-0.06710264,-0.331354249,-0.166314312,0.415959992,0.129402303,0.017723851,0.095133855,-0.027300602,0.130877688,0.09706874,0.038942009,-0.030559151,-0.01564647
1588,0.426351707,0.181827879,-0.450892605,-0.028067853,0.176940235,0.282731714,0.098561055,-0.113206048,-0.186250433,-0.104987542,-0.080810414,0.036525161,-0.070809154
1589,0.513112585,0.098063802,-0.270947533,0.210156703,0.091010993,0.090628089,-0.027334212,-0.209031861,0.011520429,0.304024421,0.03615321,-0.092467891,-0.210941215
1591,-0.181589001,0.489531287,0.27063273,-0.454729581,0.293278795,0.282271624,0.127951149,-0.148264993,0.323623386,-0.143425943,-0.036676887,-0.123625855,-0.021290938
1592,0.261650449,0.26058049,-0.163481858,-0.566692306,-0.110024544,-0.119352795,0.045068089,0.139358815,-0.099863658,0.039306109,0.188983406,0.084411924,-0.047134814
1593,0.666750032,-0.570761257,-0.063603433,-0.204342483,-0.3594668,-0.12383943,0.098165768,0.107913956,0.014496655,-0.112543394,0.105045791,-0.071354252,0.035350478
1594,0.270370561,0.458209165,0.555794665,0.101846385,0.178986652,-0.010233875,-0.007214207,0.275013073,0.073888869,-0.068770786,0.075233457,0.13398724,-0.07861018
1595,0.665390723,-0.416130025,-0.234922104,-0.003272016,-0.257495597,0.280047841,0.096254971,-0.203469164,0.128175548,0.217970714,0.084224716,-0.096938347,0.114772533
1596,-0.467924924,-0.105045681,-0.450074807,-0.173962869,0.350646414,0.194379567,-0.15731278,0.050946167,-0.128403502,0.270246252,-0.022294002,-0.055428381,0.028270892
1597,0.089866606,-1.332348841,0.179556904,-0.116953846,-0.060087163,0.22374456,-0.083722917,-0.057301075,-0.02057431,-0.03681721,0.204774045,-0.00391414,-0.091200898
1598,-0.015865341,0.486840771,0.074354741,-0.020257699,-0.191470079,0.335951647,-0.093564088,0.104651337,0.139271035,-0.14326922,0.08592764,0.179169403,0.12380585
1600,-0.364576915,0.095473177,-0.810213789,0.222111221,-0.007330407,0.106421406,-0.171647954,0.006431134,-0.040320623,-0.116306721,-0.185389632,0.016068354,-0.137526454
1601,-1.720426433,1.486799718,0.553796227,-1.034447696,0.388269897,-0.340532546,-0.115958769,-0.176556296,0.144096726,0.219282909,-0.066818765,-0.030872856,0.087406903
1602,-0.005222989,0.147819154,0.046267402,0.383352228,0.247261398,0.311455029,0.372246269,0.125417485,-0.104341503,0.121675609,0.112118775,-0.069041269,-0.081910319
1606,0.26947614,-0.154733811,-0.057078026,0.110902887,-0.215413795,0.089509356,0.058933537,-0.041843719,-0.271368104,-0.022120722,-0.09909312,0.01363403,-0.102645974
1607,0.541117751,-0.298247486,-0.158710615,-0.185885848,0.03593141,-0.56670423,0.116951345,0.034881059,-0.185119952,-0.030557466,-0.09463195,-0.0643241,0.011308989
1608,-1.598681294,-1.420991793,0.202334057,-0.638368795,0.094347123,-0.038918542,0.369276977,-0.195600172,-0.121011472,0.029186869,-0.151421833,-0.127694505,-0.148259797
1609,-0.095428813,0.265265485,-0.523830712,0.279608384,0.117144339,0.167637025,-0.261665885,0.002461398,0.136665434,-0.139746784,-0.172739948,0.19289142,-0.166018711
1613,-0.695162389,0.16176157,-0.274350806,0.13205993,-0.386227663,-0.250765903,-0.102830434,-0.189190793,-0.128860093,-0.050123211,-0.132753309,0.153494991,0.059804441
1614,0.634143938,-0.022213468,0.027280719,-0.609682262,-0.153695322,0.15196675,-0.121693745,-0.153524134,0.116057454,0.040454835,0.016349313,0.002396137,-0.142058686
1615,-0.137739932,-0.152495801,-0.234922702,0.048179026,0.250834777,-0.484712466,0.058694577,0.149118712,-0.292230559,0.183497914,-0.209766438,0.071336084,0.008646805
1616,-0.201053065,0.997107628,-0.21562479,0.428000228,-0.258374315,0.045900149,-0.383577787,0.148588941,0.222971377,0.184932864,-0.124866733,0.021328373,-0.175556385
1617,0.251057465,0.431390884,0.049893191,0.127399402,0.010627802,-0.077497004,0.06834838,0.224291277,-0.029402837,-0.007651641,0.015384647,-0.015263773,-0.042602282
1618,-0.76495997,0.337881521,-0.483787624,0.237588715,0.161527073,0.087487095,0.332545077,-0.437200918,-0.007484656,0.127474207,0.048357357,0.018969614,0.033847918
1619,-0.151630072,0.983288405,0.385608136,0.19392186,0.112055443,-0.052770146,0.090948082,0.132529012,0.151468748,0.166584124,0.17637087,-0.039308078,0.136173447
1622,0.641911506,-0.710492425,-0.673484595,0.229025839,-0.011203801,-0.251675995,-0.541873023,0.192828081,-0.237810914,0.181583407,0.095774129,-0.194841259,0.08982368
1623,0.000512364,0.149190992,-0.260919041,0.024810595,-0.425165841,-0.095609226,0.14255363,-0.087615175,-0.124902787,-0.032632059,0.134982942,0.156207372,-0.059181724
1624,0.168692905,0.134011944,-0.104266091,0.076082812,0.114498933,0.090890937,-0.225390493,0.021855202,0.00148675,-0.088775654,-0.018021953,0.180639808,0.051730768
1626,0.466330971,0.038788979,-0.19123372,0.106571534,0.257125535,-0.067878621,0.013691807,0.004808379,0.130944215,-0.302987163,0.09839587,0.11563277,-0.096747426
1629,-1.517514498,-0.865285873,0.323772939,0.421361457,0.09164377,0.151858743,-0.107380942,0.236976482,-0.175486101,0.015722241,0.170263918,0.062894469,0.020918302
1630,0.349285117,0.521361183,-0.037361402,-0.380242042,-0.153920719,0.144250519,0.119825841,0.074877914,0.1398499,-0.10800289,0.085230551,-0.060010709,0.066538694
1632,-0.016976149,-0.712765373,-0.281176353,0.172283741,-0.088153241,-0.02956833,0.026623009,0.123256379,0.15872691,-0.006771541,0.015204862,0.148028783,0.07136289
1635,0.011155813,0.305948554,0.576900699,0.173149687,-0.121168502,0.016493689,-0.037094274,-0.025721338,-0.027179969,0.102039003,0.059163574,0.067021776,0.069230865
1636,0.572944027,-0.068825425,0.107561043,-0.334280135,-0.096981118,-0.09219181,0.034735665,0.026528972,0.001188901,0.002921249,0.050018483,0.08216194,0.072087056
1637,1.059760172,0.333108268,0.101352462,-0.034014478,-0.370703539,0.125518735,-0.406291542,-0.085634746,-0.113030832,0.096276316,-0.030286761,-0.058430059,-0.039157905
1638,0.818612061,0.356945859,0.116828371,-0.186587284,-0.097041089,0.033965195,-0.146471254,-0.031898543,-0.027585959,0.035444525,0.072968659,0.021903011,0.094858652
1639,-0.376954595,0.243741972,-0.164698192,-0.471429965,0.387869704,-0.323389581,-0.182890111,-0.131156726,0.106547091,0.04200334,0.213128338,0.103973164,-0.068823294
1640,-0.228638984,0.108588723,-0.059900149,-0.517704085,-0.131977867,0.037264976,-0.189458953,-0.001833981,0.179719218,-0.016592264,-0.063622528,0.031570328,-0.009422923
1641,1.596612463,0.248168196,0.322705853,0.481730879,0.390366837,0.045369189,0.039342629,-0.073848394,-0.295126042,0.037629517,-0.105332251,-0.026251673,-0.015704146
6186,-0.18728321,0.344874425,0.217762462,0.270791052,-0.237669178,-0.126193632,0.064077952,0.099670073,0.001547213,-0.049514673,0.126652438,0.060757106,-0.057561077
914,0.987300456,-0.132651212,-0.026660552,-0.272106033,-0.054980496,0.179314975,0.046479144,0.027243365,0.086493306,-0.113078214,-0.037642649,-0.072814091,0.068416831
918,0.070116813,-0.766602997,0.306551666,0.09313193,0.490115664,0.275427922,0.000143821,0.137229502,0.160414578,0.20938393,-0.10955458,-0.196292613,0.040807999
921,0.263404331,0.040017574,0.167954454,0.143292591,0.339937371,-0.648757726,-0.034706639,0.069342013,0.035798535,-0.273140825,0.043544575,-0.08254453,-0.030637621
922,0.362891189,0.258424476,0.234663339,-0.027720581,0.01028003,0.010608214,-0.164721752,-0.124196868,0.009703747,-0.038760572,0.11051061,-0.105481331,-0.023273367
937,0.230032474,0.321722726,0.096229332,0.033909842,-0.064154361,0.073350408,0.115206576,0.158983205,-0.002322872,-0.194119365,0.094857114,-0.023526915,-0.046086603
947,0.14355366,0.27668689,0.216353239,-0.490848074,-0.254430579,0.214097975,0.007735845,0.085951858,0.034072121,0.066041877,-0.148892765,-0.054660965,0.011070729
949,0.500393316,0.12314985,0.057309825,-0.164427278,0.038959822,0.05118993,0.157421178,0.273791826,0.034733737,0.079879302,0.071770296,0.065932277,0.084821406
958,0.539777701,0.09557473,-0.074389761,-0.372762921,0.232789356,0.171244789,-0.0790386,-0.116097527,-0.129267841,0.085449612,0.075986194,-0.076647482,-0.014839293
960,0.154906608,0.145714425,-0.308456508,0.060287112,0.039638549,-0.205507101,-0.160217716,-0.033872259,0.071712974,-0.052567648,0.0391794,-0.022921523,0.145744402
984,-0.48977629,0.006968613,-1.224620935,0.219017494,0.163532324,0.312391513,0.230791697,0.002319993,0.363481915,-0.135935157,0.114005307,-0.140768827,-0.009177775
